"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","AFR","Africa","","ZAF","South Africa","","FMLE","Female","","19.0","19.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","AFR","Africa","","ZAF","South Africa","","MLE","Male","","29.3","29.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","AFR","Africa","","ZAF","South Africa","","FMLE","Female","","20.1","20.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2002","2002","","AFR","Africa","","ZAF","South Africa","","MLE","Male","","29.0","29.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2002","2002","","AFR","Africa","","ZAF","South Africa","","FMLE","Female","","20.0","20.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","1999","1999","","AFR","Africa","","ZAF","South Africa","","MLE","Male","","29.0","29.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","1999","1999","","AFR","Africa","","ZAF","South Africa","","FMLE","Female","","20.8","20.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","AFR","Africa","","ZMB","Zambia","","MLE","Male","","24.9","24.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","AFR","Africa","","ZMB","Zambia","","FMLE","Female","","25.8","25.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2012","2012","","AMR","Americas","","ARG","Argentina","","MLE","Male","","22.7","22.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2012","2012","","AMR","Americas","","ARG","Argentina","","FMLE","Female","","25.4","25.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","AMR","Americas","","ARG","Argentina","","MLE","Male","","26.1","26.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","AMR","Americas","","ARG","Argentina","","FMLE","Female","","29.7","29.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","AMR","Americas","","ATG","Antigua and Barbuda","","MLE","Male","","24.3","24.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","AMR","Americas","","ATG","Antigua and Barbuda","","FMLE","Female","","15.9","15.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","AMR","Americas","","ATG","Antigua and Barbuda","","MLE","Male","","15.1","15.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","AMR","Americas","","ATG","Antigua and Barbuda","","FMLE","Female","","12.5","12.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2000","2000","","AMR","Americas","","ATG","Antigua and Barbuda","","MLE","Male","","13.8","13.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2000","2000","","AMR","Americas","","ATG","Antigua and Barbuda","","FMLE","Female","","11.8","11.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","AMR","Americas","","BHS","Bahamas","","MLE","Male","","16.0","16.00000","","","","","Tobacco smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","AMR","Americas","","BHS","Bahamas","","FMLE","Female","","10.7","10.70000","","","","","Tobacco smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","AMR","Americas","","BHS","Bahamas","","MLE","Male","","17.8","17.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","AMR","Americas","","BHS","Bahamas","","FMLE","Female","","15.1","15.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","AMR","Americas","","BHS","Bahamas","","MLE","Male","","12.9","12.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","AMR","Americas","","BHS","Bahamas","","FMLE","Female","","10.2","10.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","AMR","Americas","","BLZ","Belize","","MLE","Male","","21.8","21.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","AMR","Americas","","BLZ","Belize","","FMLE","Female","","15.3","15.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2002","2002","","AMR","Americas","","BLZ","Belize","","MLE","Male","","22.6","22.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2002","2002","","AMR","Americas","","BLZ","Belize","","FMLE","Female","","13.5","13.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","MLE","Male","","20.9","20.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","FMLE","Female","","16.4","16.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","AMR","Americas","","BRB","Barbados","","MLE","Male","","34.5","34.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","AMR","Americas","","BRB","Barbados","","FMLE","Female","","23.2","23.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2002","2002","","AMR","Americas","","BRB","Barbados","","MLE","Male","","16.9","16.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2002","2002","","AMR","Americas","","BRB","Barbados","","FMLE","Female","","12.9","12.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","1999","1999","","AMR","Americas","","BRB","Barbados","","MLE","Male","","15.9","15.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","1999","1999","","AMR","Americas","","BRB","Barbados","","FMLE","Female","","17.7","17.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","15.9","15.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","AMR","Americas","","CRI","Costa Rica","","FMLE","Female","","13.1","13.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2002","2002","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","18.5","18.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2002","2002","","AMR","Americas","","CRI","Costa Rica","","FMLE","Female","","18.6","18.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CUB","Cuba","","MLE","Male","","19.8","19.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CUB","Cuba","","FMLE","Female","","15.0","15.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","AMR","Americas","","DMA","Dominica","","MLE","Male","","30.4","30.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","AMR","Americas","","DMA","Dominica","","FMLE","Female","","19.8","19.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","AMR","Americas","","DMA","Dominica","","MLE","Male","","19.3","19.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","AMR","Americas","","DMA","Dominica","","FMLE","Female","","13.5","13.50000","","","","",""
